customer_id,company_name,company_size,industry,signup_date,region,ARR,plan_type,onboarding_completion_days,customer_health_score,acquisition_channel,account_manager
CUS-07822,Nunez Group,201-500,Logistics,2024-09-27,North America,38643,Growth,15,69,Referral,Amanda White
CUS-07823,Kane and Sons,201-500,Logistics,2022-07-24,EMEA,37405,Growth,18,61,Inbound,Kenneth Carlson
CUS-07824,Vance-Patel,501-1000,Technology,2023-02-26,North America,135228,Professional,51,53,Paid Search,Mr. Sean Simmons
CUS-07825,Rogers-Mckee,1-50,Logistics,2023-11-20,North America,35936,Growth,11,41,Referral,Mark Perez
CUS-07826,Reeves Inc,51-200,Real Estate,2024-10-14,EMEA,504115,Enterprise,73,81,Event,Amber Robertson
CUS-07827,"Carter, Bailey and Park",201-500,Real Estate,2024-10-26,North America,447859,Enterprise,71,98,Event,James Smith
CUS-07828,Hamilton and Sons,501-1000,Healthcare,2023-11-27,North America,40907,Growth,11,68,Outbound,Kenneth Carlson
CUS-07829,Watson-Gomez,1-50,Real Estate,2022-12-08,North America,116736,Professional,36,72,Inbound,Amber Robertson
CUS-07830,Grant-Oconnor,201-500,Finance,2025-06-13,EMEA,7030,Starter,4,54,Inbound,Marcus Chase
CUS-07831,Farrell PLC,501-1000,Finance,2023-09-06,North America,6638,Starter,7,53,Inbound,Mr. Sean Simmons
CUS-07832,Alvarez and Sons,1-50,Retail,2024-01-15,North America,28720,Growth,12,65,Outbound,Mr. Sean Simmons
CUS-07833,Stephens-Peterson,201-500,Education,2024-06-11,North America,17213,Starter,8,41,Partner,Amanda White
CUS-07834,Craig LLC,51-200,Retail,2023-02-18,EMEA,353134,Enterprise,66,59,Paid Search,Lisa Nolan
CUS-07835,Waller LLC,1001-5000,Finance,2024-10-14,North America,11144,Starter,5,53,Paid Search,Marcus Chase
CUS-07836,Escobar-Lozano,51-200,Manufacturing,2022-06-04,North America,16325,Growth,13,84,Referral,Marcus Chase
CUS-07837,"Young, Hernandez and Williams",51-200,Real Estate,2025-01-02,North America,107016,Professional,26,81,Inbound,Andrew Adams
CUS-07838,"King, Jones and Hernandez",1001-5000,Education,2023-03-15,North America,103052,Professional,15,51,Outbound,Amanda Adkins
CUS-07839,Caldwell Group,51-200,Education,2023-08-12,APAC,12751,Growth,11,58,Referral,Lisa Bennett
CUS-07840,Smith and Sons,201-500,Logistics,2023-06-28,EMEA,415190,Enterprise,42,84,Inbound,Mr. Sean Simmons
CUS-07841,Rowe-Chan,1-50,Manufacturing,2022-04-08,APAC,56111,Professional,15,92,Event,Lisa Nolan
CUS-07842,"Stevenson, Castro and Weber",5000+,Retail,2023-09-01,North America,25213,Growth,9,88,Paid Search,Andrew Adams
CUS-07843,"Gray, Williams and Taylor",1001-5000,Media,2025-03-20,LATAM,14163,Starter,6,48,Outbound,Christopher Hughes
CUS-07844,"Mahoney, Watkins and King",501-1000,Logistics,2024-04-03,North America,34341,Growth,14,74,Referral,Brent Smith
CUS-07845,Mcconnell Inc,1-50,Technology,2023-04-08,LATAM,85474,Professional,14,73,Inbound,James Smith
CUS-07846,"Hansen, Juarez and Ross",1-50,Professional Services,2022-07-08,North America,82950,Professional,41,68,Referral,Jeffery Garza
CUS-07847,Rodriguez and Sons,201-500,Healthcare,2025-03-30,EMEA,323963,Enterprise,68,74,Inbound,Jeffery Garza
CUS-07848,Parks and Sons,51-200,Professional Services,2022-07-14,North America,34383,Growth,13,63,Inbound,Robert Brown
CUS-07849,Berg-Reynolds,501-1000,Education,2025-04-27,North America,6569,Starter,3,69,Referral,Lisa Nolan
CUS-07850,"Estrada, Rowe and Mills",201-500,Technology,2023-11-21,APAC,14822,Starter,6,30,Referral,Andrew Conway
CUS-07851,Mcintosh Inc,1001-5000,Professional Services,2023-07-14,APAC,21750,Growth,12,69,Referral,Mr. Sean Simmons
CUS-07852,Bell Ltd,51-200,Real Estate,2022-05-18,LATAM,54636,Professional,15,93,Partner,Robert Morris
CUS-07853,"Cruz, Harper and Stevens",201-500,Manufacturing,2025-03-06,EMEA,141468,Professional,14,91,Referral,Dominique Alexander
CUS-07854,"Black, Taylor and Long",501-1000,Manufacturing,2024-12-23,EMEA,27891,Growth,18,70,Event,Andrew Adams
CUS-07855,Flynn-Wells,201-500,Education,2024-08-31,North America,33311,Growth,12,50,Content,Dominique Alexander
CUS-07856,Floyd Inc,1001-5000,Real Estate,2024-05-24,LATAM,40869,Growth,18,73,Paid Search,Mr. Sean Simmons
CUS-07857,Gregory-Lane,1-50,Education,2023-03-06,EMEA,25265,Growth,13,81,Event,Mark Perez
CUS-07858,Stephenson-Warren,501-1000,Healthcare,2023-12-13,EMEA,10492,Starter,9,44,Referral,Dawn Moore
CUS-07859,"Morris, Henderson and Ford",5000+,Professional Services,2022-06-07,North America,12547,Starter,9,57,Referral,Mr. Sean Simmons
CUS-07860,"Williams, Johnson and Watson",51-200,Logistics,2023-09-11,EMEA,17774,Starter,8,48,Inbound,Patrick Smith
CUS-07861,Tucker-Clarke,51-200,Finance,2024-10-30,LATAM,8362,Starter,10,42,Inbound,Marcus Chase
CUS-07862,Lane-Hester,1-50,Logistics,2023-09-07,North America,8504,Starter,7,47,Event,Kenneth Carlson
CUS-07863,"Smith, Robinson and Young",501-1000,Healthcare,2024-06-05,North America,12179,Starter,2,53,Event,Marcus Chase
CUS-07864,"Keller, Jackson and Turner",201-500,Healthcare,2025-01-10,North America,107574,Professional,13,56,Referral,Dawn Moore
CUS-07865,Petersen-Jones,1-50,Media,2023-10-04,APAC,30978,Growth,10,45,Partner,Brent Smith
CUS-07866,"Green, Roberts and Osborne",501-1000,Finance,2023-02-14,North America,654825,Enterprise,71,60,Inbound,Kenneth Carlson
CUS-07867,Diaz Ltd,1001-5000,Healthcare,2024-04-28,North America,5550,Starter,5,56,Outbound,Elizabeth Martinez
CUS-07868,"Davis, Jackson and Trujillo",1001-5000,Education,2024-04-03,North America,19759,Growth,15,40,Partner,Amanda White
CUS-07869,Johnson-Gilbert,201-500,Healthcare,2023-05-30,EMEA,18109,Growth,16,28,Partner,Mark Perez
CUS-07870,"Montgomery, Chambers and Smith",201-500,Technology,2024-11-21,North America,15229,Starter,7,72,Paid Search,Patrick Smith
CUS-07871,Cooper LLC,1001-5000,Retail,2024-07-17,North America,449025,Enterprise,4,58,Inbound,Patrick Smith
CUS-07872,Woods LLC,201-500,Education,2025-01-26,LATAM,6189,Starter,3,49,Partner,Kristin Gutierrez
CUS-07873,Ellis-Hawkins,501-1000,Professional Services,2023-01-05,LATAM,359195,Enterprise,93,87,Outbound,Elizabeth Martinez
CUS-07874,Dunn Inc,201-500,Media,2022-02-08,North America,371385,Enterprise,62,52,Content,Andrew Adams
CUS-07875,"Carter, Hogan and Decker",201-500,Healthcare,2024-11-23,APAC,14999,Growth,1,40,Paid Search,Lisa Bennett
CUS-07876,Rogers LLC,1-50,Technology,2023-01-18,EMEA,34714,Growth,14,52,Partner,Robert Brown
CUS-07877,Thompson Inc,1-50,Real Estate,2025-03-27,North America,66223,Professional,48,84,Content,Robert Young
CUS-07878,"Cross, Smith and Lopez",201-500,Finance,2024-10-19,North America,41620,Growth,15,61,Partner,Elizabeth Martinez
CUS-07879,Oneal LLC,201-500,Manufacturing,2023-03-13,EMEA,66936,Professional,28,69,Inbound,Amber Robertson
CUS-07880,Hunter Ltd,1001-5000,Healthcare,2024-08-15,North America,10797,Starter,1,47,Referral,Dominique Alexander
CUS-07881,Garcia-Becker,201-500,Retail,2023-07-03,North America,15732,Starter,6,60,Outbound,Dominique Alexander
CUS-07882,Williams-Castillo,51-200,Healthcare,2024-12-27,APAC,45711,Growth,4,83,Referral,Elizabeth Martinez
CUS-07883,Dean Ltd,201-500,Healthcare,2025-06-12,EMEA,38813,Growth,7,98,Content,James Smith
CUS-07884,Robles-Ibarra,51-200,Healthcare,2024-06-07,EMEA,364475,Enterprise,23,71,Event,Dominique Alexander
CUS-07885,Williams LLC,1-50,Media,2025-03-05,North America,5915,Starter,11,74,Outbound,Andrew Conway
CUS-07886,"Lowe, Schultz and Rodriguez",1-50,Real Estate,2022-05-03,EMEA,85754,Professional,36,84,Outbound,Dominique Alexander
CUS-07887,"King, Johnson and Wilson",51-200,Technology,2024-12-05,North America,9239,Starter,10,56,Inbound,Andrew Adams
CUS-07888,Barnes-Barnett,1-50,Finance,2023-02-15,EMEA,29283,Growth,6,28,Outbound,Brent Smith
CUS-07889,Martinez-Ramirez,51-200,Finance,2024-01-17,APAC,19001,Growth,15,56,Inbound,Kenneth Carlson
CUS-07890,"Allen, Ortega and Wells",501-1000,Logistics,2024-08-05,APAC,37837,Growth,8,56,Partner,Marcus Chase
CUS-07891,Gomez-Patterson,51-200,Education,2022-10-30,North America,6615,Starter,4,57,Referral,Lisa Nolan
CUS-07892,"Moreno, Castro and Brooks",1-50,Media,2023-05-08,EMEA,55834,Growth,16,59,Event,Mark Perez
CUS-07893,Moore-Lee,5000+,Education,2022-11-05,LATAM,105317,Professional,30,61,Inbound,Amber Robertson
CUS-07894,"Valdez, Neal and Moore",501-1000,Real Estate,2023-09-07,EMEA,45786,Growth,15,92,Outbound,James Smith
CUS-07895,Murphy-Jackson,1-50,Finance,2024-06-10,North America,45456,Growth,6,81,Outbound,Christopher Hughes
CUS-07896,"Buckley, Boone and Murphy",1-50,Media,2024-04-20,EMEA,776038,Enterprise,57,43,Inbound,Mr. Sean Simmons
CUS-07897,Stewart-Jones,201-500,Technology,2023-10-15,North America,106573,Professional,31,65,Outbound,Jeffery Garza
CUS-07898,Cabrera LLC,201-500,Professional Services,2022-05-12,APAC,28353,Growth,10,71,Outbound,Mr. Sean Simmons
CUS-07899,Miller-Carr,1-50,Healthcare,2023-02-21,EMEA,28545,Growth,12,81,Referral,Todd Shah
CUS-07900,Wilson-Daniels,51-200,Finance,2024-04-24,North America,633058,Enterprise,18,67,Paid Search,Marcus Chase
CUS-07901,Richard and Sons,1001-5000,Healthcare,2023-07-01,North America,62997,Professional,3,66,Partner,Christopher Hughes
CUS-07902,"Mcintosh, Roman and Hamilton",201-500,Retail,2023-08-11,North America,7354,Starter,12,53,Referral,Robert Young
CUS-07903,"Sanchez, Elliott and Armstrong",201-500,Manufacturing,2022-11-25,APAC,35311,Growth,15,71,Inbound,Andrew Conway
CUS-07904,"Porter, Newton and Levy",51-200,Media,2023-06-10,North America,94793,Professional,23,46,Paid Search,Todd Shah
CUS-07905,"Rubio, Christian and Herrera",1-50,Media,2025-05-16,EMEA,14031,Starter,9,21,Inbound,Jeffery Garza
CUS-07906,"Mitchell, Jackson and Pace",201-500,Retail,2023-04-29,LATAM,234718,Enterprise,35,92,Inbound,Dominique Alexander
CUS-07907,"Baker, Evans and Jordan",1001-5000,Real Estate,2024-04-11,North America,9768,Starter,7,37,Inbound,Andrew Adams
CUS-07908,Reyes Inc,1-50,Professional Services,2023-05-04,North America,93664,Professional,40,98,Outbound,Amanda White
CUS-07909,Brown LLC,5000+,Education,2022-08-21,EMEA,22331,Growth,7,49,Referral,James Smith
CUS-07910,Clements-Reynolds,51-200,Retail,2022-11-04,EMEA,44202,Growth,11,59,Content,Amber Robertson
CUS-07911,Harrell-Huffman,201-500,Education,2023-01-29,North America,363145,Enterprise,24,79,Event,Andrew Adams
CUS-07912,Bryant Group,1-50,Manufacturing,2022-02-26,North America,31010,Growth,18,30,Outbound,Danny Smith
CUS-07913,Smith LLC,201-500,Finance,2023-05-18,EMEA,24352,Growth,15,98,Referral,Andrew Conway
CUS-07914,Garrett-Duncan,201-500,Logistics,2023-09-28,LATAM,8786,Starter,10,46,Referral,Brent Smith
CUS-07915,Baker-Davis,501-1000,Finance,2024-08-08,North America,6994,Starter,9,39,Event,Mr. Sean Simmons
CUS-07916,Smith Group,201-500,Finance,2024-09-21,North America,13530,Starter,6,34,Referral,Amber Robertson
CUS-07917,Bryan-Robinson,201-500,Healthcare,2025-02-20,North America,143546,Professional,32,75,Referral,Jeffery Garza
CUS-07918,Sandoval-Torres,501-1000,Retail,2024-06-12,APAC,18004,Starter,8,56,Referral,Marcus Chase
CUS-07919,Li-Murray,1-50,Education,2024-05-14,North America,11641,Starter,9,35,Referral,Lisa Bennett
CUS-07920,Green PLC,201-500,Manufacturing,2022-03-17,APAC,28862,Growth,22,41,Inbound,Dominique Alexander
CUS-07921,Lee-Herrera,1-50,Education,2023-02-18,North America,84863,Professional,15,85,Inbound,Patrick Smith
CUS-07922,"Torres, Dixon and Joyce",201-500,Technology,2022-11-23,LATAM,118735,Professional,6,60,Referral,Mark Perez
CUS-07923,"Bell, Wheeler and Vazquez",501-1000,Retail,2023-07-13,EMEA,10728,Starter,4,26,Paid Search,Dominique Alexander
CUS-07924,"Carrillo, Torres and Ferguson",1-50,Finance,2022-10-07,EMEA,9408,Starter,8,49,Partner,Amber Robertson
CUS-07925,Myers-Booker,1001-5000,Professional Services,2022-03-01,North America,342133,Enterprise,64,67,Content,Robert Young
CUS-07926,Miller-Hernandez,1001-5000,Finance,2023-06-14,APAC,48967,Growth,10,91,Inbound,Marcus Chase
CUS-07927,"Clark, Ayala and Wallace",201-500,Retail,2023-07-23,North America,322396,Enterprise,49,66,Partner,Robert Brown
CUS-07928,Santiago LLC,1-50,Manufacturing,2025-02-01,North America,600800,Enterprise,36,69,Outbound,Brent Smith
CUS-07929,"Tucker, Thomas and Davidson",501-1000,Real Estate,2022-12-27,North America,106582,Professional,26,73,Content,Lisa Nolan
CUS-07930,"Hanson, Jacobs and Rogers",1001-5000,Manufacturing,2022-03-28,APAC,8792,Starter,5,43,Outbound,Amanda Adkins
CUS-07931,Mack-Roberts,51-200,Finance,2024-09-22,APAC,75969,Professional,46,76,Partner,Kristin Gutierrez
CUS-07932,Maddox Group,1001-5000,Media,2022-02-10,EMEA,94735,Professional,42,54,Inbound,Andrew Conway
CUS-07933,Perez Group,1001-5000,Real Estate,2022-04-24,EMEA,119265,Professional,36,66,Partner,Andrew Conway
CUS-07934,"Dawson, Myers and Martin",201-500,Real Estate,2022-06-21,North America,28482,Growth,14,68,Paid Search,Dominique Alexander
CUS-07935,Murillo Inc,501-1000,Media,2023-10-05,APAC,43766,Growth,20,79,Outbound,Amanda Adkins
CUS-07936,Brewer-Carroll,201-500,Technology,2025-05-17,APAC,8612,Starter,7,43,Event,Lisa Nolan
CUS-07937,Moore Ltd,201-500,Logistics,2023-09-03,EMEA,31111,Growth,14,53,Paid Search,Patrick Smith
CUS-07938,"Garcia, Lucas and Long",51-200,Real Estate,2022-05-11,EMEA,63741,Professional,8,93,Inbound,Robert Young
CUS-07939,"Decker, Davis and Gutierrez",51-200,Technology,2024-04-13,LATAM,39530,Growth,15,53,Event,Marcus Chase
CUS-07940,"Montgomery, White and Mcdaniel",501-1000,Logistics,2024-01-15,APAC,29599,Growth,6,61,Outbound,Amanda Adkins
CUS-07941,Williams-Ellis,1-50,Logistics,2022-07-04,EMEA,56478,Growth,11,87,Inbound,Danny Smith
CUS-07942,Turner-Franklin,201-500,Real Estate,2024-03-23,North America,127977,Professional,29,71,Referral,Mr. Sean Simmons
CUS-07943,"Harris, Tran and Oliver",1001-5000,Media,2022-10-15,EMEA,386256,Enterprise,35,70,Referral,Robert Young
CUS-07944,Knight-Thomas,51-200,Education,2023-04-29,EMEA,15354,Starter,8,49,Outbound,Kenneth Carlson
CUS-07945,Hughes-Lopez,51-200,Professional Services,2022-08-18,North America,37451,Growth,19,50,Inbound,Lisa Bennett
CUS-07946,Pham-Green,201-500,Manufacturing,2025-03-15,North America,14232,Starter,4,58,Paid Search,Kenneth Carlson
CUS-07947,Ward-Cooley,51-200,Professional Services,2024-10-21,North America,73946,Professional,29,56,Referral,Dominique Alexander
CUS-07948,"Becker, Melton and Peters",1001-5000,Technology,2022-09-05,EMEA,117517,Professional,14,81,Outbound,James Smith
CUS-07949,"Long, Hernandez and Edwards",51-200,Technology,2024-12-04,North America,447143,Enterprise,29,74,Partner,Patrick Smith
CUS-07950,Johnson Ltd,201-500,Logistics,2025-04-03,North America,18927,Growth,15,65,Inbound,Todd Shah
CUS-07951,"Curtis, Rice and Kidd",51-200,Professional Services,2024-12-11,APAC,635394,Enterprise,70,98,Outbound,Brent Smith
CUS-07952,Schroeder-Booth,1-50,Healthcare,2023-05-31,EMEA,6662,Starter,2,30,Partner,Todd Shah
CUS-07953,Wolfe-Sellers,51-200,Logistics,2024-10-13,North America,63468,Professional,50,70,Partner,Mark Perez
CUS-07954,"Sanders, Nelson and Burnett",1-50,Healthcare,2022-07-04,North America,3690,Starter,5,61,Inbound,Dominique Alexander
CUS-07955,"Reese, Schneider and Obrien",201-500,Logistics,2023-05-03,APAC,442648,Enterprise,59,64,Event,Lisa Nolan
CUS-07956,Thompson-Bradley,201-500,Manufacturing,2025-05-13,APAC,18287,Growth,11,76,Outbound,James Smith
CUS-07957,"Charles, Nelson and Travis",1-50,Technology,2022-09-08,North America,83450,Professional,24,61,Referral,Lisa Bennett
CUS-07958,"Green, Turner and Matthews",1-50,Manufacturing,2023-10-04,LATAM,502794,Enterprise,88,78,Outbound,Robert Young
CUS-07959,Atkinson-Taylor,201-500,Media,2023-11-06,North America,10695,Starter,11,50,Partner,Amanda White
CUS-07960,Solis-Davidson,501-1000,Finance,2025-04-11,LATAM,8039,Starter,2,54,Inbound,Andrew Conway
CUS-07961,Reed-Thompson,501-1000,Finance,2024-03-09,North America,214903,Enterprise,42,75,Referral,Amanda Adkins
CUS-07962,Weber-Murphy,1-50,Technology,2023-04-29,North America,31299,Growth,30,61,Partner,Andrew Adams
CUS-07963,"Collins, Hall and Stevens",1001-5000,Media,2024-05-16,North America,13490,Starter,5,44,Inbound,Marcus Chase
CUS-07964,Suarez-Cook,1001-5000,Retail,2023-03-23,North America,41535,Growth,16,52,Inbound,Patrick Smith
CUS-07965,"Beard, Newton and Stanley",51-200,Retail,2022-10-23,EMEA,186894,Professional,40,74,Partner,Mr. Sean Simmons
CUS-07966,Brooks Ltd,201-500,Manufacturing,2022-08-07,APAC,7956,Starter,9,52,Inbound,Andrew Conway
CUS-07967,Wiley Ltd,201-500,Retail,2022-12-25,APAC,20497,Growth,1,51,Referral,Dominique Alexander
CUS-07968,"Wright, Wilson and Curtis",5000+,Finance,2023-03-15,North America,11146,Starter,7,57,Partner,Lisa Bennett
CUS-07969,Thompson-Sullivan,201-500,Manufacturing,2023-07-17,North America,34996,Growth,23,55,Referral,Andrew Conway
CUS-07970,Mcdonald Group,5000+,Real Estate,2024-06-19,North America,374363,Enterprise,55,97,Content,Mr. Sean Simmons
CUS-07971,"Mills, Sims and Boyd",51-200,Professional Services,2024-04-16,North America,288786,Enterprise,32,98,Partner,Robert Brown
CUS-07972,Gonzales Group,51-200,Manufacturing,2023-06-05,EMEA,39507,Professional,16,90,Event,Amanda Adkins
CUS-07973,Bailey-Green,501-1000,Education,2025-04-22,North America,7031,Starter,6,71,Event,Brent Smith
CUS-07974,"Schneider, Lopez and Silva",501-1000,Technology,2022-04-25,APAC,455730,Enterprise,69,86,Paid Search,Dominique Alexander
CUS-07975,Hall-Robinson,501-1000,Professional Services,2024-10-01,EMEA,35896,Growth,30,58,Inbound,Jeffery Garza
CUS-07976,"Miller, Solomon and Monroe",1001-5000,Finance,2024-12-28,North America,14019,Starter,6,23,Event,James Smith
CUS-07977,"Salazar, Taylor and Davis",501-1000,Manufacturing,2024-02-07,EMEA,423155,Enterprise,67,58,Paid Search,Lisa Nolan
CUS-07978,Bridges and Sons,501-1000,Media,2022-08-20,North America,129383,Professional,10,59,Outbound,Todd Shah
CUS-07979,Quinn-Jones,201-500,Retail,2023-10-11,North America,130690,Professional,9,88,Outbound,Kristin Gutierrez
CUS-07980,Oneill LLC,201-500,Education,2025-01-22,APAC,100719,Professional,22,73,Content,Amanda Adkins
CUS-07981,"Jones, Bowman and Campbell",201-500,Logistics,2024-05-17,EMEA,10097,Starter,8,42,Referral,Patrick Smith
CUS-07982,Russo Inc,501-1000,Logistics,2024-08-30,North America,3613,Starter,6,24,Outbound,Robert Brown
CUS-07983,Patel and Sons,201-500,Media,2023-05-20,EMEA,79469,Professional,28,98,Event,Amanda Adkins
CUS-07984,"Duffy, Price and Huffman",1-50,Technology,2023-07-23,North America,8068,Starter,6,59,Outbound,Marcus Chase
CUS-07985,"French, Clark and Yates",1-50,Education,2022-10-24,APAC,31286,Growth,13,75,Inbound,James Smith
CUS-07986,"Spears, Robertson and Armstrong",1001-5000,Education,2024-01-14,EMEA,72208,Professional,24,61,Partner,Andrew Adams
CUS-07987,Murphy-Campbell,1-50,Manufacturing,2024-08-31,EMEA,138839,Professional,12,67,Referral,Christopher Hughes
CUS-07988,Wilson Inc,1-50,Real Estate,2024-01-24,APAC,23872,Growth,5,56,Event,Robert Young
CUS-07989,Shannon-Garcia,201-500,Media,2023-09-24,EMEA,147087,Professional,43,70,Partner,Elizabeth Martinez
CUS-07990,Watson-Mccarthy,51-200,Retail,2022-02-13,North America,267875,Enterprise,36,98,Event,Christopher Hughes
CUS-07991,Hood-Walker,201-500,Technology,2025-05-25,North America,80951,Professional,25,51,Outbound,Brent Smith
CUS-07992,Hicks PLC,1-50,Retail,2022-03-13,APAC,7883,Starter,10,51,Referral,Patrick Smith
CUS-07993,"Rodriguez, Flores and Lawson",1-50,Finance,2022-04-22,North America,27318,Growth,12,67,Inbound,Kristin Gutierrez
CUS-07994,Melton and Sons,501-1000,Healthcare,2023-05-06,EMEA,49095,Growth,18,60,Outbound,Mark Perez
CUS-07995,Anderson PLC,501-1000,Retail,2023-06-03,EMEA,8918,Starter,4,66,Paid Search,Christopher Hughes
CUS-07996,Morgan-Willis,1-50,Education,2025-02-05,EMEA,29244,Growth,22,35,Inbound,Lisa Bennett
CUS-07997,Mckenzie Group,501-1000,Logistics,2024-02-27,APAC,7713,Starter,7,80,Event,Christopher Hughes
CUS-07998,"Munoz, Rogers and Medina",201-500,Retail,2023-09-26,EMEA,29675,Growth,13,41,Outbound,Marcus Chase
CUS-07999,Gonzalez LLC,501-1000,Finance,2024-01-14,EMEA,404513,Enterprise,51,57,Inbound,Kristin Gutierrez
CUS-08000,Hall-Espinoza,201-500,Media,2022-09-07,APAC,9275,Starter,9,45,Inbound,Kristin Gutierrez
CUS-08001,Perez LLC,51-200,Media,2024-12-31,EMEA,94876,Professional,30,60,Referral,Danny Smith
CUS-08002,"Arnold, Buchanan and Jackson",501-1000,Retail,2023-04-30,North America,142705,Professional,1,76,Outbound,Dawn Moore
CUS-08003,Bryant-Jones,201-500,Real Estate,2024-06-25,EMEA,11005,Starter,5,56,Referral,Marcus Chase
CUS-08004,Sutton Ltd,51-200,Finance,2024-03-06,EMEA,250665,Enterprise,62,75,Referral,Jeffery Garza
CUS-08005,"Navarro, Beck and Gibbs",201-500,Real Estate,2022-01-17,APAC,97060,Professional,17,48,Outbound,Christopher Hughes
CUS-08006,"Sullivan, Vaughan and Herring",501-1000,Manufacturing,2024-03-15,North America,26919,Growth,11,59,Partner,Todd Shah
CUS-08007,Wilson-Murphy,201-500,Finance,2023-06-08,North America,120005,Professional,23,70,Partner,Mark Perez
CUS-08008,Austin-Harris,51-200,Real Estate,2023-09-09,LATAM,33692,Growth,22,80,Content,Lisa Nolan
CUS-08009,Wolf-Robertson,1001-5000,Finance,2022-07-04,EMEA,148529,Professional,34,72,Outbound,Kenneth Carlson
CUS-08010,"Pacheco, Evans and Freeman",1001-5000,Retail,2023-04-28,North America,7718,Starter,7,57,Inbound,Christopher Hughes
CUS-08011,Garza-Morris,201-500,Finance,2023-09-02,EMEA,350577,Enterprise,29,98,Outbound,Brent Smith
CUS-08012,Alexander PLC,201-500,Professional Services,2023-03-07,LATAM,22394,Growth,10,44,Referral,Christopher Hughes
CUS-08013,Black Ltd,201-500,Healthcare,2022-11-25,APAC,98548,Professional,37,64,Referral,Amanda White
CUS-08014,Jordan PLC,1-50,Education,2024-06-17,APAC,5840,Starter,8,34,Paid Search,Andrew Adams
CUS-08015,Green PLC,501-1000,Professional Services,2023-10-12,North America,111909,Professional,12,94,Paid Search,Danny Smith
CUS-08016,Brown-Cunningham,501-1000,Technology,2024-04-12,APAC,98078,Professional,43,95,Outbound,Lisa Bennett
CUS-08017,Smith-Roy,201-500,Logistics,2022-03-11,EMEA,34314,Growth,9,84,Partner,Amanda White
CUS-08018,Brewer Ltd,51-200,Education,2023-07-16,APAC,131765,Professional,32,78,Referral,Patrick Smith
CUS-08019,"Garcia, Lawson and Malone",1-50,Technology,2022-06-14,North America,35160,Growth,29,67,Paid Search,Lisa Bennett
CUS-08020,Clark Inc,501-1000,Retail,2024-10-03,North America,239860,Enterprise,45,67,Outbound,Kristin Gutierrez
CUS-08021,"Harrell, Wright and Elliott",51-200,Retail,2024-08-22,EMEA,26754,Growth,14,73,Partner,Todd Shah
CUS-08022,Ward-Taylor,201-500,Professional Services,2024-04-25,North America,364622,Enterprise,42,54,Paid Search,Christopher Hughes
CUS-08023,Woodard Group,201-500,Healthcare,2023-11-13,EMEA,89151,Professional,29,50,Outbound,Todd Shah
CUS-08024,Taylor-Lopez,51-200,Finance,2024-05-15,LATAM,30240,Growth,21,55,Partner,Robert Young
CUS-08025,Wise-Garza,201-500,Healthcare,2022-07-25,EMEA,17639,Starter,6,80,Paid Search,Elizabeth Martinez
CUS-08026,Whitehead and Sons,201-500,Retail,2022-11-25,APAC,33662,Growth,12,54,Event,Andrew Conway
CUS-08027,"Fox, Deleon and Mcclain",501-1000,Real Estate,2023-06-19,EMEA,114315,Professional,40,64,Outbound,Danny Smith
CUS-08028,Green-Robinson,51-200,Real Estate,2024-11-02,APAC,4951,Starter,3,56,Outbound,Dawn Moore
CUS-08029,Deleon Group,51-200,Technology,2022-05-16,APAC,42197,Growth,14,75,Outbound,Christopher Hughes
CUS-08030,"Cox, Gonzalez and Rodriguez",501-1000,Logistics,2023-12-22,EMEA,271336,Professional,19,88,Paid Search,Jeffery Garza
CUS-08031,Hendrix Group,501-1000,Retail,2024-05-11,EMEA,52051,Growth,12,45,Content,Brent Smith
CUS-08032,Hodge-Cardenas,501-1000,Retail,2025-05-18,EMEA,85721,Professional,18,68,Event,Brent Smith
CUS-08033,"Scott, Flynn and Wright",1-50,Retail,2025-01-26,EMEA,22219,Starter,2,55,Partner,Amanda White
CUS-08034,Miller and Sons,51-200,Education,2023-11-01,North America,10097,Starter,1,56,Inbound,Kristin Gutierrez
CUS-08035,Murphy-Avery,201-500,Finance,2024-07-17,APAC,111326,Professional,22,82,Referral,Lisa Bennett
CUS-08036,Riggs PLC,1001-5000,Education,2022-02-26,LATAM,9106,Starter,7,64,Outbound,Mark Perez
CUS-08037,"Weaver, Bishop and Cooper",1001-5000,Media,2022-04-17,EMEA,29329,Growth,18,62,Referral,James Smith
CUS-08038,Gilbert-Wilkerson,1001-5000,Finance,2023-01-12,EMEA,170732,Enterprise,25,91,Referral,Dawn Moore
CUS-08039,Lang-Wiley,1-50,Healthcare,2024-06-27,APAC,42814,Growth,14,76,Partner,Robert Morris
CUS-08040,Goodman and Sons,1001-5000,Manufacturing,2022-10-06,EMEA,337977,Enterprise,67,87,Content,Jeffery Garza
CUS-08041,Williams-Taylor,1001-5000,Technology,2022-01-07,EMEA,351112,Enterprise,62,66,Inbound,Danny Smith
CUS-08042,"Evans, Donaldson and Hoover",1-50,Real Estate,2024-03-31,APAC,35763,Growth,15,72,Referral,Elizabeth Martinez
CUS-08043,"Russell, Ramirez and Martinez",201-500,Professional Services,2023-02-14,North America,8649,Starter,1,70,Partner,Dawn Moore
CUS-08044,Cunningham-Sloan,201-500,Retail,2023-09-18,North America,109674,Professional,26,62,Referral,Kristin Gutierrez
CUS-08045,Parsons-Morris,51-200,Healthcare,2023-10-05,APAC,49517,Growth,13,63,Referral,Jeffery Garza
